 1.1321e-05 2.7475e-06 6.7000e-07 1.6142e-07 3.7476e-08
 9.5022e-06 2.3036e-06 5.6077e-07 1.3475e-07 3.1182e-08
 7.9685e-06 1.9298e-06 4.6899e-07 1.1241e-07 2.5929e-08
 6.6813e-06 1.6165e-06 3.9224e-07 9.3782e-08 2.1566e-08
 5.6049e-06 1.3549e-06 3.2827e-07 7.8305e-08 1.7954e-08
 4.7067e-06 1.1368e-06 2.7505e-07 6.5467e-08 1.4969e-08
 3.9582e-06 9.5528e-07 2.3082e-07 5.4830e-08 1.2504e-08
 3.3352e-06 8.0429e-07 1.9409e-07 4.6016e-08 1.0468e-08
 2.8173e-06 6.7879e-07 1.6359e-07 3.8713e-08 8.7861e-09
 2.3882e-06 5.7470e-07 1.3828e-07 3.2660e-08 7.3952e-09
 2.0356e-06 4.8882e-07 1.1734e-07 2.7647e-08 6.2444e-09
 1.7524e-06 4.1901e-07 1.0016e-07 2.3509e-08 5.2925e-09
 1.5380e-06 3.6441e-07 8.6366e-08 2.0128e-08 4.5077e-09
 1.4027e-06 3.2606e-07 7.5903e-08 1.7437e-08 3.8672e-09
 1.3741e-06 3.0800e-07 6.9196e-08 1.5441e-08 3.3581e-09
 1.5087e-06 3.1917e-07 6.7414e-08 1.4243e-08 2.9809e-09
 1.9109e-06 3.7651e-07 7.2922e-08 1.4108e-08 2.7546e-09
 2.7611e-06 5.0969e-07 8.9976e-08 1.5542e-08 2.7262e-09
 4.3581e-06 7.6806e-07 1.2575e-07 1.9434e-08 2.9859e-09
 7.1762e-06 1.2303e-06 1.9179e-07 2.7235e-08 3.6885e-09
 1.1941e-05 2.0170e-06 3.0586e-07 4.1221e-08 5.0841e-09
 1.9721e-05 3.3060e-06 4.9433e-07 6.4805e-08 7.5574e-09
 3.2031e-05 5.3499e-06 7.9483e-07 1.0292e-07 1.1677e-08
 5.0934e-05 8.4937e-06 1.2590e-06 1.6242e-07 1.8250e-08
 7.9136e-05 1.3190e-05 1.9550e-06 2.5247e-07 2.8381e-08
 1.2003e-04 2.0008e-05 2.9691e-06 3.8485e-07 4.3519e-08
 1.7771e-04 2.9635e-05 4.4061e-06 5.7409e-07 6.5494e-08
 2.5684e-04 4.2859e-05 6.3873e-06 8.3730e-07 9.6520e-08
 3.6251e-04 6.0542e-05 9.0465e-06 1.1937e-06 1.3915e-07
 4.9995e-04 8.3568e-05 1.2523e-05 1.6639e-06 1.9619e-07
 6.7412e-04 1.1279e-04 1.6952e-05 2.2683e-06 2.7054e-07
 8.8933e-04 1.4894e-04 2.2454e-05 3.0259e-06 3.6501e-07
 1.1488e-03 1.9258e-04 2.9123e-05 3.9523e-06 4.8204e-07
 1.4541e-03 2.4402e-04 3.7015e-05 5.0583e-06 6.2349e-07
 1.8054e-03 3.0327e-04 4.6140e-05 6.3476e-06 7.9037e-07
 2.2006e-03 3.7001e-04 5.6457e-05 7.8168e-06 9.8263e-07
 2.6357e-03 4.4358e-04 6.7870e-05 9.4539e-06 1.1991e-06
 3.1052e-03 5.2305e-04 8.0235e-05 1.1239e-05 1.4373e-06
 3.6018e-03 6.0720e-04 9.3364e-05 1.3145e-05 1.6938e-06
 4.1175e-03 6.9463e-04 1.0703e-04 1.5139e-05 1.9641e-06
 4.6433e-03 7.8382e-04 1.2100e-04 1.7183e-05 2.2432e-06
 5.1702e-03 8.7323e-04 1.3502e-04 1.9240e-05 2.5256e-06
 5.6891e-03 9.6130e-04 1.4883e-04 2.1271e-05 2.8060e-06
 6.1918e-03 1.0466e-03 1.6221e-04 2.3241e-05 3.0792e-06
 6.6706e-03 1.1278e-03 1.7495e-04 2.5116e-05 3.3408e-06
 7.1189e-03 1.2039e-03 1.8686e-04 2.6872e-05 3.5872e-06
 7.5314e-03 1.2738e-03 1.9782e-04 2.8489e-05 3.8156e-06
 7.9044e-03 1.3371e-03 2.0773e-04 2.9954e-05 4.0245e-06
 8.2354e-03 1.3932e-03 2.1653e-04 3.1262e-05 4.2130e-06
 8.5235e-03 1.4421e-03 2.2422e-04 3.2411e-05 4.3811e-06
 8.7694e-03 1.4839e-03 2.3081e-04 3.3407e-05 4.5297e-06
 8.9748e-03 1.5188e-03 2.3637e-04 3.4261e-05 4.6599e-06
 9.1428e-03 1.5476e-03 2.4098e-04 3.4983e-05 4.7732e-06
 9.2772e-03 1.5706e-03 2.4474e-04 3.5589e-05 4.8712e-06
 9.3823e-03 1.5888e-03 2.4776e-04 3.6093e-05 4.9557e-06
 9.4625e-03 1.6028e-03 2.5014e-04 3.6508e-05 5.0280e-06
 9.5223e-03 1.6134e-03 2.5200e-04 3.6849e-05 5.0898e-06
 9.5658e-03 1.6212e-03 2.5344e-04 3.7127e-05 5.1422e-06
 9.5967e-03 1.6269e-03 2.5453e-04 3.7352e-05 5.1864e-06
 9.6182e-03 1.6309e-03 2.5536e-04 3.7533e-05 5.2234e-06
 9.6327e-03 1.6338e-03 2.5598e-04 3.7678e-05 5.2540e-06
 9.6423e-03 1.6358e-03 2.5644e-04 3.7793e-05 5.2791e-06
 9.6486e-03 1.6371e-03 2.5678e-04 3.7884e-05 5.2995e-06
 9.6525e-03 1.6380e-03 2.5703e-04 3.7954e-05 5.3157e-06
 9.6550e-03 1.6386e-03 2.5722e-04 3.8007e-05 5.3285e-06
 9.6565e-03 1.6390e-03 2.5735e-04 3.8048e-05 5.3384e-06
 9.6574e-03 1.6393e-03 2.5744e-04 3.8078e-05 5.3460e-06
 9.6579e-03 1.6395e-03 2.5751e-04 3.8099e-05 5.3516e-06
 9.6583e-03 1.6396e-03 2.5756e-04 3.8115e-05 5.3557e-06
 9.6584e-03 1.6397e-03 2.5759e-04 3.8126e-05 5.3587e-06
 9.6586e-03 1.6397e-03 2.5761e-04 3.8133e-05 5.3608e-06
 9.6586e-03 1.6397e-03 2.5762e-04 3.8138e-05 5.3622e-06
 9.6587e-03 1.6398e-03 2.5763e-04 3.8141e-05 5.3632e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8144e-05 5.3639e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8145e-05 5.3643e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8146e-05 5.3646e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8146e-05 5.3647e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8146e-05 5.3648e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3649e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3649e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
 9.6587e-03 1.6398e-03 2.5764e-04 3.8147e-05 5.3650e-06
